Country,Name,Source,Location,Capacity,Status,Start,Owner,Capital,HQ,Link,Latitude,Longitude
Argentina,Parque Eólico Necochea,Wind,Necochea. Buenos Aires,0.25,Operational,2009,SEA ENERGY,Private,La Plata (Argentina),https://www.nuestromar.org/antiguas/sea-energy-coloco-el-primer-molino-frente-al-mar/,-38.60425,-58.79047
Argentina,Terrazas del Portezuelo,Solar,San Luis,1,Operational,2014,Energía San Luis SAPEM,State,San Luis (Argentina),http://agenciasanluis.com/notas/2014/10/20/parque-fotovoltaico-san-luis-producira-energia-limpia-a-gran-escala/,-33.30281812,-66.28484131
Argentina,Parque Solar Pasip,Solar,San Martín. Mendoza,1.15,Operational,2019,Empresa Mendocina de Energía SAPEM,State,Mendoza (Argentina),http://webcache.googleusercontent.com/search?q=cache:r1uFqQwg9ucJ:emesa.com.ar/wp-content/uploads/2017/07/fichaTec_parquesolar_PASIP_B.pdf+&cd=1&hl=es-419&ct=clnk&gl=ar,-33.0379,-68.5419
Argentina,Planta Piloto Fotovoltaica San Juan I,Solar,Ullum. San Juan,1.2,Operational,2011,EPSE - Energía Provincial Sociedad del Estado,State,San Juan (Argentina),https://www.epsesanjuan.com.ar/index.php/web/proyecto/planta-fotovoltaica-san-juan-i-/6#:~:text=Al%20ser%20concebida%20como%20planta.silicio%20que%20se%20utilizan%20actualmente.&text=Cuenta%20con%20un%20total%20de.operaci%C3%B3n%20en%20marzo%20de%202011.,-31.3891,-68.6752
Argentina,Parque Solar Las Lomitas,Solar,San Juan,1.7,Operational,2018,Latinoamericana de Energía S.A.,Private,Pilar (Argentina),https://www.pv-magazine-latam.com/2018/10/25/se-inauguro-el-parque-solar-las-lomitas-en-san-juan-argentina/,-31.40687,-68.47775
Argentina,Punta Alta - Centenario,Wind,Punta Alta. Buenos Aires,1.8,Operational,1995,CLFE Cooperativa Electrica de Punta Alta,Private,Buenos Aires (Argentina),http://wikimapia.org/15116001/es/Parque-e%C3%B3lico-Centenario,-38.7833,-61.8984
Argentina,Chimbera I,Solar,La Chimbera. San Juan,2,Operational,2012,360 Energy,Private,Pilar (Argentina),https://www.clarin.com/rural/cambios-matriz-energetica-argentina-petroleo-gas-renovables_0_QBJ7srnDD.html,-31.9881,-68.5402
Argentina,Parque Solar Cañada Honda I,Solar,Sarmiento. San Juan,2,Operational,2012,360 Energy,Private,Pilar (Argentina),http://enernews.com/nota/235632/san-juan-renovable-cristina-inauguro-la-primera-etapa-del-parque-solar-de-emgasud-en-canada-honda,-31.98503293,-68.53957053
Argentina,Parque Solar de Chepes,Solar,La Rioja,2,Operational,2018,Ledlar SAPEM,State,La Rioja (Argentina),https://www.energiaestrategica.com/100-industria-nacional-con-paneles-de-ledlar-se-inauguro-un-parque-solar-en-la-rioja/#:~:text=El%20Parque%20Solar%20de%20Chepes.Megawatts%2C%20albergando%208%20mil%20paneles.,-31.34983,-66.65683
Argentina,Parque Eólico Mayor Buratovich,Wind,Mayor Buratovich. Buenos Aires.,2.2,Operational,1997,Cooperativa Eléctrica de Mayor Buratovich,Private,Buenos Aires (Argentina),https://www.thewindpower.net/windfarm_es_2580_mayor-buratovich.php,-39.2291,-62.6497
Argentina,Parque Solar Diaguitas,Solar,Albardón. San Juan,2.4,Operational,2020,Latinoamericana de Energía S.A.,Private,Pilar (Argentina),https://www.energiaestrategica.com/entro-en-funcionamiento-un-nuevo-parque-solar-en-argentina-abastecera-a-grandes-usuarios-del-mem/,-31.36907363,-68.45676329
Argentina,Parque Eólico Jorge Romanutti,Wind,Pico Truncado. Santa Cruz,2.4,Operational,1995,Municipalidad de Pico Truncado,State,Pico Truncado (Argentina),https://es.wikipedia.org/wiki/Parque_e%C3%B3lico_Jorge_Romanutti,-46.806972,-67.981083
Argentina,Parque Solar Cañada Honda II,Solar,Sarmiento. San Juan,3,Operational,2013,360 Energy,Private,Pilar (Argentina),http://www.energia.gov.ar/contenidos/archivos/Reorganizacion/renovables/fichas_plantas/solar_canadahonda.pdf,-31.9879,-68.5401
Argentina,Parque Solar Fotovoltaico Anchipurac,Solar,Rivadavia. San Juan,3,Operational,2021,EPSE - Energía Provincial Sociedad del Estado,State,San Juan (Argentina),http://www.melectrico.com.ar/web/index.php?option=com_content&view=article&id=3033:ya-esta-en-marcha-el-parque-solar-anchipurac-en-san-juan&catid=1:latest-news,-31.59906695,-68.64946244
Argentina,Parque Eólico El Tordillo,Wind,Chubut,3,Operational,2010,Vientos de la Patagonia I.S.A./IEASA,Private,Buenos Aires City (Argentina),https://es.wikipedia.org/wiki/Parque_e%C3%B3lico_El_Tordillo,-45.8507,-67.9081
Argentina,Parque Eólico Villalonga II,Wind,Buenos Aires,3.45,Operational,2019,GENNEIA,Private,Olivos (Argentina),https://www.genneia.com.ar/inauguracion-del-parque-eolico-villalonga/,-40.03987,-62.65965
Argentina,Parque Solar Tamberías,Solar,San Juan,3.6,Operational,2021,Latinoamericana de Energía S.A.,Private,Pilar (Argentina),https://www.energiaestrategica.com/latinoamericana-de-energia-inauguro-parque-solar-y-confia-en-destrabar-proyectos-en-la-rioja-y-catamarca/,-31.39601733,-69.46212623
Argentina,Parque Solar La Cumbre II,Solar,San Luis,4,Operational,2019,DIASER S.A.,Private,San Luis (Argentina),http://www.latam-energy.com/2019/03/04/argentina-parque-solar-la-cumbre-ii-de-san-luis-entro-en-operacion/,-33.32302,-66.16888
Argentina,Parque Solar Cerros del Sol,Solar,La Punta. San Luis,5,Operational,2019,PESSA,Private,Buenos Aires City (Argentina),http://www.melectrico.com.ar/web/index.php?option=com_content&view=article&id=1022%3Asan-luis-el-parque-solar-cerros-del-sol-entrara-en-operaciones-en-los-proximos-meses&catid=1%3Alatest-news&Itemid=1,-33.1861,-66.34931
Argentina,Parque Eólico Diadema I,Wind,Escalante. Chubut,6.3,Operational,2011,HYCHICO SA,Private,Vicente López (Argentina),https://es.wikipedia.org/wiki/Parque_e%C3%B3lico_Diadema,-45.74583,-67.69508
Argentina,Parque Eólico Diadema,Wind,Chubut,6.3,Operational,2011,HYCHICO SA,Private,Vicente López (Argentina),http://energiasdemipais.educ.ar/marcador/parque-eolico-diadema-ii/,-45.7458,-67.6953
Argentina,Parque Solar Ullum Solargen II,Solar,San Juan,6.5,Operational,2019,Solargen Ullum S.A.,Private,Rosario (Argentina),https://www.energiaestrategica.com/la-experiencia-de-sidersa-con-el-inaugurado-parque-solar-ullum-iv-financiado-por-el-bice/,-31.39065,-68.68035
Argentina,Tinogasta II,Solar,Catamarca,7,Operational,2019,360 Energy,Private,Pilar (Argentina),https://www.energiaestrategica.com/entraron-en-operacion-comercial-los-parques-solares-tinogasta-i-y-ii-en-catamarca/,-28.03904,-67.55333
Argentina,Parque Eólico El Jume,Wind,Santiago del Estero,8,Operational,2017,ENERSE SAPEM,State,Santiago del Estero (Argentina),https://www.energiaestrategica.com/los-proximos-dias-entrara-operaciones-parque-eolico-jume/,-29.4182,-63.71044
Argentina,Parque Solar La Cumbre III,Solar,San Luis,10,Test phase,Undetermined,DIASER S.A.,Private,San Luis (Argentina),https://www.energiaestrategica.com/ronda-3-san-luis-espera-adjudicar-el-cupo-maximo-que-le-otorga-la-licitacion-de-energias-renovables/,-33.3479,-66.1206
Argentina,Parque Eólico García del Río,Wind,García del Río. Buenos Aires,10,Operational,2020,Envision Energy Argentina,Private,Buenos Aires City (Argentina),http://www.melectrico.com.ar/web/index.php?option=com_content&view=article&id=2635%3Ainauguran-el-parque-eolico-garcia-del-rio-en-bahia-blanca&catid=1%3Alatest-news&Itemid=1,-38.40804783,-62.27025363
Argentina,Parque Solar Fiambalá,Solar,Catamarca,11,Operational,2019,360 Energy,Private,Pilar (Argentina),https://www.energiaestrategica.com/entra-en-operacion-comercial-un-nuevo-parque-solar-fotovoltaico-en-argentina/,-27.62987,-67.61494
Argentina,Parque Eólico Pomona II,Wind,Río Negro,11.7,Operational,2019,GENNEIA,Private,Olivos (Argentina),https://www.genneia.com.ar/wp-content/uploads/2019/02/NTS_POMONA_I_y_II.pdf,-39.60256,-65.77978
Argentina,Parque de los Llanos,Solar,La Rioja,12,Operational,2019,EFESA,Private,Béccar (Argentina),http://revistanuevasenergias.com/2019/02/26/la-primera-etapa-del-parque-de-los-llanos-entro-en-operacion-comercial/,-30.2895,-66.3114
Argentina,Parque Solar Ullum IV,Solar,San Juan,13.5,Operational,2019,SIDERSA S.A.,Private,Buenos Aires (Argentina),http://www.revistavivienda.com.ar/destacadas/comenzo-a-operar-el-parque-solar-ullum-iv,-31.38463,-68.67833
Argentina,Parque Eólico La Castellana II,Wind,Villarino. Buenos Aires,14.4,Operational,2020,CP Renovables S.A.,Private,Buenos Aires (Argentina),https://www.thewindpower.net/windfarm_es_30088_la-castellana-ii-(argentina).php,-38.6178,-62.76278
Argentina,Tinogasta I,Solar,Catamarca,15,Operational,2019,360 Energy,Private,Pilar (Argentina),http://www.360energy.com.ar/psf-tinogasta/,-28.03766,-67.55406
Argentina,Parque Eólico Antonio Morán,Wind,Comodoro Rivadiavia. Chubut,16.56,In dismantling,1994,Sociedad Cooperativa Popular Limitada de Comodoro Rivadavia,Private,Comodoro Rivadavia (Argentina),https://diariocronica.com.ar/683324-la-scpl-inicia-el-desmantelamiento-controlado-de-los-molinos-en-desuso-del-parque-eolico-antonio-moran.html,-45.8467,-67.4964
Argentina,Parque Eólico Energética I - Fase II,Wind,Tornquist. Buenos Aires,19.15,Operational,2020,AES Argentina Generación S.A.,Private,Buenos Aires (Argentina),https://tornquist.gob.ar/se-construira-un-parque-eolico-en-nuestro-distrito/,-38.34568,-62.20986
Argentina,Parque Eólico De la Bahía-A,Wind,Bahía Blanca. Buenos Aires,20.51,Operational,2019,Parques Eólicos del Fin del Mundo,Private,Buenos Aires (Argentina),https://www.elchubut.com.ar/regionales/2019-8-19-17-45-0-chubut-aporta-el-37-7-de-la-generacion-de-energia-renovable-del-pais,-38.759,-61.7768
Argentina,Parque Solar La Cumbre,Solar,San Luis,22,Operational,2018,DIASER S.A.,Private,San Luis (Argentina),https://www.argentina.gob.ar/noticias/se-inauguraron-dos-parques-solares-en-la-provincia-de-san-luis,-33.3249,-66.174
Argentina,Saujil,Solar,Pomán. Catamarca,22.5,Operational,2018,360 Energy,Private,Pilar (Argentina),http://www.360energy.com.ar/psf-saujil/,-28.16297,-66.22718
Argentina,Parque Eólico Rawson III,Wind,Chubut,24,Operational,2017,GENNEIA,Private,Olivos (Argentina),https://www.thewindpower.net/windfarm_es_25281_rawson-iii.php,-43.37672,-65.18929
Argentina,Parque Eólico Garayalde,Wind,Chubut,24.15,Operational,2018,Pan American Energy,Private,Buenos Aires City (Argentina),https://www.telam.com.ar/notas/201812/316785-energia-parque-eolico-garayalde.html,-44.5552294,-66.48117294
Argentina,Ullum I,Solar,San Juan,25,Operational,2020,GENNEIA,Private,Olivos (Argentina),https://www.epse.com.ar/web/proyecto/proyectos-fotovoltaicos-de-epse-/22,-31.33265,-68.66753
Argentina,Ullum II,Solar,San Juan,25,Operational,2019,GENNEIA,Private,Olivos (Argentina),https://www.epse.com.ar/web/solar-proyectos/planta-solar-ullum-ii/5,-31.34248,-68.66574
Argentina,Parque Eólico Del Bicentenario II,Wind,Santa Cruz,25.2,Operational,2019,Potenciar Argentina S.A.,Private,Buenos Aires City (Argentina),https://www.pressreader.com/argentina/arq/20191022/281951724596384,-47.31623,-66.97038
Argentina,Parque Eólico Arauco Sapem I,Wind,La Rioja,25.2,Operational,2010,Parque Eólico Arauco SAPEM,State,La Rioja (Argentina),https://www.cader.org.ar/bienvenido-parque-eolico-de-arauco-nuevo-socio-de-cader/,-28.6684,-66.7524
Argentina,Parque Eólico Diadema II,Wind,Chubut,27.6,Operational,2019,Capex S.A.,Private,Vicente López (Argentina),https://www.edvsa.com/es/proyecto/parque-eolico-diadema-ii,-45.75408,-67.66252
Argentina,Parque Eólico De la Bahía,Wind,Bahía Blanca. Buenos Aires,28,Operational,2019,Parques Eólicos del Fin del Mundo,Private,Buenos Aires (Argentina),https://www.delabahia.com.ar/pampa-energia-inaugura-su-primer-parque-eolico-en-bahia-blanca/,-38.759,-61.7768
Argentina,Parque Eólico Chubut Norte I,Wind,Chubut,28.35,Operational,2019,GENNEIA,Private,Olivos (Argentina),https://www.thewindpower.net/windfarm_es_30798_chubut-norte-i.php,-42.5869907,-65.15766277
Argentina,Parque Eólico Rawson II,Wind,Chubut,28.8,Operational,2012,GENNEIA,Private,Olivos (Argentina),https://www.thewindpower.net/windfarm_es_16170_rawson-ii.php,-43.3522,-65.1734
Argentina,Caldenes del Oeste,Solar,San Luis,30,Operational,2018,Total Eren,Private,Buenos Aires (Argentina),https://www.total-eren.com/es/realisation-eren/caldenes-del-oeste/?cli_action=1623567506.342,-33.29869,-66.3871
Argentina,Ullum III,Solar,San Juan,32,Operational,2019,GENNEIA,Private,Olivos (Argentina),http://energiasdemipais.educ.ar/marcador/parque-solar-fotovoltaico-ullum-iii/,-31.33588,-68.67292
Argentina,Parque Solar Nonogasta,Solar,La Rioja,35,Operational,2018,Fides Group S.A.,Private,Buenos Aires (Argentina),https://www.energiaestrategica.com/ronda-3-san-luis-espera-adjudicar-el-cupo-maximo-que-le-otorga-la-licitacion-de-energias-renovables/,-29.3278,-67.4239
Argentina,Parque Eólico La Banderita,Wind,La Pampa,36.75,Operational,2019,Grupo FRALI,Private,Campana (Argentina),http://www.ingener.com/casos/parque-eolico-la-banderita-396-mw/,-37.48588,-64.76316
Argentina,Parque Eólico Vientos de Necochea,Wind,Necochea. Buenos Aires,38,Operational,2020,Centrales de la Costa Atlántica S.A.,Private,La Plata (Argentina),https://www.infobae.com/economia/networking/2020/02/11/comenzo-a-operar-en-necochea-un-nuevo-parque-eolico-de-genneia/,-38.6131,-58.8242
Argentina,Parque Eólico La Genoveva II,Wind,Bahía Blanca. Buenos Aires,41.8,Operational,2019,Central Puerto S.A.,Private,Buenos Aires (Argentina),http://www.ingener.com/casos/parques-eolicos-la-genoveva/,-38.5263,-61.9243
Argentina,Parque Eólico Achiras,Wind,Córdoba,48,Operational,2018,Central Puerto S.A.,Private,Buenos Aires (Argentina),https://www.centralpuerto.com/es/lugares/parque-eolico-achiras/,-33.2082,-65.09007
Argentina,Parque Eólico Rawson I,Wind,Chubut,48.6,Operational,2011,GENNEIA,Private,Olivos (Argentina),https://www.thewindpower.net/windfarm_es_16169_rawson-i.php,-43.3522,-65.1734
Argentina,Parque Eólico Vientos del Secano,Wind,Villarino. Buenos Aires,50,Operational,2020,Envision Energy Argentina,Private,Buenos Aires City (Argentina),https://www.prnewswire.com/news-releases/envision-energy-pone-en-marcha-el-parque-eolico-vientos-del-secano-en-argentina-828102039.html,-3.921.428.945.969.310,-62.567.432.748.804.100
Argentina,Parque Eólico Aluar Etapa I,Wind,Chubut,50.4,Operational,2019,Aluar Aluminio Argentino SAIC,Private,Buenos Aires City (Argentina),https://econojournal.com.ar/2019/02/comenzo-a-operar-un-parque-eolico-de-aluar/#:~:text=El%20Parque%20E%C3%B3lico%20Aluar%20I.la%20firma%20de%20neum%C3%A1ticos%20Fate.,-42.6342,-65.2716
Argentina,Parque Eólico Loma Blanca IV,Wind,Chubut,51,Operational,2013,IEASA,Private,Buenos Aires City (Argentina),https://es.wikipedia.org/wiki/Parque_e%C3%B3lico_Loma_Blanca,-43.0907,-65.2298
Argentina,Parque Eólico Pampa Energía II,Wind,Bahía Blanca. Buenos Aires,53,Operational,2019,Grupo Pampa Energía,Private,Buenos Aires City (Argentina),https://www.pampaenergia.com/category/prensa/page/4/,-38.69216,-62.00005
Argentina,Parque Eólico Villalonga,Wind,Carmen de Patagones. Buenos Aires,54,Operational,2018,GENNEIA,Private,Olivos (Argentina),https://www.genneia.com.ar/news/inauguracion-del-parque-eolico-villalonga/,-40.00920087,-62.64865569
Argentina,Parque Eólico General Acha,Wind,General Acha. La Pampa,60,Under construction,Undetermined,Latinoamericana de Energía S.A.,Private,Pilar (Argentina),https://www.energiaestrategica.com/gobierno-de-la-pampa-declaro-de-interes-estrategico-parque-eolico-general-acha-de-latinoamericana-de-la-energia/,-37.53789,-64.64749
Argentina,Parque Eólico Puerto Madryn I,Wind,Chubut,70,Operational,2018,GENNEIA,Private,Olivos (Argentina),https://www.argentina.gob.ar/noticias/se-inauguro-el-parque-eolico-puerto-madryn-i,-42.69497,-65.22211
Argentina,Parque Eólico Budweiser (Achiras II),Wind,Córdoba,79.8,Operational,2019,Central Puerto S.A.,Private,Buenos Aires (Argentina),https://www.thewindpower.net/windfarm_es_30794_achiras-ii.php,-33.2311,-65.0725
Argentina,Parque Eólico Energética I,Wind,Tornquist. Buenos Aires,79.8,Operational,2020,AES Argentina Generación S.A.,Private,Buenos Aires (Argentina),http://www.cbhe.org.bo/index.php/noticias/41186-argentina-antes-de-fin-de-ano-entraran-en-funcionamiento-cinco-centrales-de-energias-renovables-por-230-mw,-38.3621,-62.2249
Argentina,Parque Solar Cafayate,Solar,Salta,80,Operational,2019,Canadian Solar Inc.,Private,Buenos Aires (Argentina),https://www.pv-magazine-latam.com/2019/07/22/entra-en-operacion-parque-solar-de-976-mw-en-salta-argentina/,-26.03169,-65.91624
Argentina,Parque Solar Iglesia-Guañizuil,Solar,San Juan,80,Operational,2019,Jinko Solar,Private,Buenos Aires (Argentina),https://es.wikipedia.org/wiki/Parque_solar_Iglesia-Estancia_Gua%C3%B1izuil,-30.3551,-69.2914
Argentina,Parque Eólico La Genoveva I,Wind,Bahía Blanca. Buenos Aires,86.62,Operational,2020,Central Puerto S.A.,Private,Buenos Aires (Argentina),https://econojournal.com.ar/2020/12/central-puerto-habilito-el-parque-eolico-la-genoveva-i-en-bahia-blanca/,-38.572,-61.9455
Argentina,Parque Eólico La Castellana,Wind,Villarino. Buenos Aires,99,Operational,2018,Central Puerto S.A.,Private,Buenos Aires (Argentina),https://www.centralpuerto.com/es/lugares/central-puerto-renovables-parque-eolico-la-castellana/,-38.63269012,-62.71324747
Argentina,Parque Eólico Manantiales Behr,Wind,Chubut,99,Operational,2018,YPF Energía Eléctrica S.A.,Private,Buenos Aires (Argentina),https://www.ypf.com/YPFHoy/YPFSalaPrensa/Paginas/Noticias/YPF-LUZ-inauguro-el-parque-eolico-Manantiales-Behr.aspx,-45.65424,-67.78497
Argentina,Parque Eólico Corti I,Wind,Bahía Blanca. Buenos Aires,100,Operational,2018,Grupo Pampa Energía,Private,Buenos Aires (Argentina),https://www.cronista.com/negocios/Pampa-Energia-inauguro-el-primer-parque-eolico-de-RenovAr-20180523-0121.html,-38.67412226,-62.03765941
Argentina,Parque Eólico Del Bicentenario I,Wind,Santa Cruz,100,Operational,2019,Petroquímica Comodoro Rivadavia S.A.,Private,Buenos Aires (Argentina),https://econojournal.com.ar/2019/06/se-inauguro-un-nuevo-parque-eolico-en-santa-cruz/#:~:text=Es%20el%20Parque%20E%C3%B3lico%20del.estas%20caracter%C3%ADsticas%20en%20nuestro%20pa%C3%ADs.,-47.28167,-67.0227
Argentina,Parque Eólico Pomona I,Wind,Río Negro,100,Operational,2019,GENNEIA,Private,Olivos (Argentina),https://www.genneia.com.ar/wp-content/uploads/2019/02/NTS_POMONA_I_y_II.pdf,-39.55923,-65.7414
Argentina,Parque Eólico Arauco Sapem II,Wind,La Rioja,100,Operational,2020,Parque Eólico Arauco SAPEM,State,La Rioja (Argentina),https://econojournal.com.ar/2020/03/entro-en-operacion-comercial-un-parque-eolico-de-100-mw-en-la-rioja/,-28.6684,-66.7524
Argentina,Parque Eólico Añelo I,Wind,Añelo. Neuquén,100,Planned,Undetermined,ADI NQN SEP,State,Neuquén (Argentina),http://www.web.adinqn.gov.ar/sectores/energeticos/eolico/aneloi100mw/,-38.35704814,-68.61883239
Argentina,Parque Eólico Añelo II,Wind,Añelo. Neuquén,100,Planned,Undetermined,ADI NQN SEP,State,Neuquén (Argentina),http://www.web.adinqn.gov.ar/sectores/energeticos/eolico/aneloii100mw/,-38.30557327,-68.75152504
Argentina,Parque Eólico Puerto Madryn II,Wind,Chubut,150,Operational,2019,GENNEIA,Private,Olivos (Argentina),http://www.melectrico.com.ar/web/index.php?option=com_content&view=article&id=2486%3Afinancian-al-parque-eolico-puerto-madryn-ii-el-mas-grande-del-pais&catid=1%3Alatest-news&Itemid=1,-42.68384,-65.31628
Argentina,Parque Solar Cauchari,Solar,Caucharí. Jujuy,300,Operational,2019,JEMSE,State,San Salvador de Jujuy (Argentina,https://dialogochino.net/es/clima-y-energia-es/23529-china-construye-la-planta-solar-mas-grande-de-america-latina/,-24.09138008,-66.72452833
Argentina,Central Eólica Gastre,Wind,Gastre. Chubut,1350,Under construction,Undetermined,GEASSA,Private,Buenos Aires (Argentina),http://www.ambiente.chubut.gov.ar/wp-content/uploads/2014/10/Parque-E%C3%B3lico-Gastre.pdf,-42.40159053,-69.27920433
ARUBA,Urirama,Wind,Alto Vista,26.5,Under construction,Undetermined,NuCapital,Private,Willemstad (Aruba),http://nucapitalsvcs.com/index.php/projects/46-urirama-under-development-aruba,12.5784881,-70.0094753
ARUBA,Vader Piet Beheer NV,Wind,Palo Marga,30,Operational,2009,NuCapital,Private,Willemstad (Aruba),http://nucapitalsvcs.com/index.php/projects/27-nuvader-piet-beheer-nv-aruba,12.4740511,-69.893692
BARBADOS,Trents,Solar,St Lucy,10,Operational,2016,Barbados Light & Power Company Limited (Emera Caribbean),Private,St Michael (Barbados),https://www.blpc.com.bb/images/pdfs/OUR_HISTORY_1900_2019.pdf?type=file,13.2944602,-59.6325537
Bolivia,PLANTA SOLAR FOTOVOLTAICA EL SENA-PANDO,Solar,Pando,0.4,Operational,2018,ENDE GUARACACHI S.A.,State,Cochabamba (Bolivia),http://www.guaracachi.com.bo/index.php/nuestras-plantas/el-sena#:~:text=La%20Planta%20Solar%20El%20Sena.alrededor%20de%208%20mil%20habitantes.,-11.492776,-67.24698
Bolivia,PROYECTO EOLICO DE ENERGIA RENOVABLE QOLLPANA FASE I,Wind,Cochabamba,3,Operational,2014,ENDE CORANI S.A.,State,Cochabamba (Bolivia),https://www.ende.bo/proyectos/resena/proyecto-eolico-de-energia-renovable-qollpana-fase-i,-17.629296,-65.283101
Bolivia,PLANTA SOLAR FOTOVOLTAICA YUNCHARÁ,Solar,Tarija,5,Operational,2018,ENDE GUARACACHI S.A.,State,Cochabamba (Bolivia),https://guaracachi.com.bo/index.php/proyectos/proyectos-ejecutados/planta-solar-yunchara,-21.837223,-65.101386
Bolivia,PLANTA PILOTO GEOTERMICA LAGUNA COLORADA,Geothermal,Potosí,5,Under construction,2021,Ende Corporación,State,Cochabamba (Bolivia),https://www.ende.bo/proyectos/resena/proyecto-cons.-planta-piloto-geotermica-laguna-colorada,-22.431404,-67.748994
Bolivia,PROYECTO SOLAR COBIJA,Solar,Pando,5.2,Operational,2015,ENDE GUARACACHI S.A.,State,Cochabamba (Bolivia),https://www.ende.bo/proyectos/resena/proyecto-solar-cobija,-11.082449,-68.769379
Bolivia,PARQUE EÓLICO WARNES,Wind,Santa Cruz,14.4,Under construction,2021,ENDE CORANI S.A.,State,Cochabamba (Bolivia),https://www.ende.bo/proyectos/resena/proyecto--construccion-parque-eolico-warnes,-17.524137,-63.130927
Bolivia,PROYECTO EOLICO DE ENERGIA RENOVABLE QOLLPANA FASE II,Wind,Cochabamba,24,Operational,2016,ENDE CORANI S.A.,State,Cochabamba (Bolivia),https://www.ende.bo/proyectos/resena/proyecto-eolico-qollpana-fase-ii,-17.632664,-65.276431
Bolivia,PARQUE EÓLICO SAN JULIÁN,Wind,Santa Cruz,39.6,Under construction,2021,ENDE CORANI S.A.,State,Cochabamba (Bolivia),https://www.ende.bo/proyectos/resena/proyecto--construccion-parque-eolico-san-julian,-17.811585,-62.830811
Bolivia,PLANTA SOLAR FOTOVOLTAICA ORURO FASE I,Solar,Oruro,50,Operational,2019,ENDE CORPORACION,State,Cochabamba (Bolivia),https://www.energypress.com.bo/2019/09/19/inauguran-primera-fase-de-la-planta-solar-fotovoltaica-en-oruro/,-17.766275,-67.440324
Bolivia,PLANTA SOLAR FOTOVOLTAICA ORURO FASE II,Solar,Oruro,50,Operational,2021,ENDE CORPORACION,State,Cochabamba (Bolivia),https://comunicacion.gob.bo/?q=20210210/31805,-17.777332,-67.430812
Bolivia,PARQUE EÓLICO EL DORADO,Wind,Santa Cruz,54,Under construction,2021,ENDE CORANI S.A.,State,Cochabamba (Bolivia),https://www.ende.bo/proyectos/resena/proyecto--construccion-parque-eolico-el-dorado,-18.374721,-63.117696
Bolivia,PLANTA SOLAR FOTOVOLTAICA OYUNI,Solar,Potosí,60,Operational,2018,ENDE GUARACACHI S.A.,State,Cochabamba (Bolivia),https://guaracachi.com.bo/index.php/proyectos/proyectos-ejecutados/planta-solar-uyuni,-20.576155,-66.768821
Bolivia,CENTRAL GEOTERMICA DE LAGUNA COLORADA,Geothermal,Potosí,100,Under construction,2023,Ende Corporación,State,Cochabamba (Bolivia),https://www.ende.bo/proyectos/resena/proyecto--const.-central-geotermica-de-laguna-colorada,-22.426564,-67.757305
Brazil,Elebrás Cidreira 1,Wind,Tramandaí (RS),70,Operational,2011,CTG,Estatal,Beijing (China),https://www.ctgbr.com.br/portfolio-item/energia-eolica/,-30.07905905,-50.17205613
Brazil,Baixa do Feijão,Wind,Jandaíra (RN),120,Operational,2016,CTG,Estatal,Beijing (China),https://www.ctgbr.com.br/portfolio-item/energia-eolica/,-5.342078,-36.039595
Brazil,Jaú e Aventura,Wind,Jandaíra (RN) / Touros (RN),124.2,Operational,2018,CTG,Estatal,Beijing (China),https://www.ctgbr.com.br/portfolio-item/energia-eolica/,-5.33867728,-36.11292362
Brazil,Aroeira. Jericó. Umbuzeiros e Aventura I,Wind,Jandaíra. Touros (RN),124.3,Operational,2018,CTG,Estatal,Beijing (China),https://www.ctgbr.com.br/portfolio-item/energia-eolica/,-5.41151004,-36.0832232
Brazil,Complexo Picuí ,Wind,Picuí (PB),660,Planned,Indeterminado,CTG,Estatal,Beijing (China),https://grupoenergia.com.br/portfolio/,-6.508410698,-36.34575427
Brazil,Complexo Salitre,Wind,Salitre (CE),660,Planned,Indeterminado,CTG,Estatal,Beijing (China),https://grupoenergia.com.br/portfolio/,-7.28207638,-40.45628468
Brazil,Cassilandia 1-6,Solar,Cassilândia (MS),250.6,Planned,Indeterminado,Solatio Energia,Private,Belo Horizonte (Brazil),https://www.in.gov.br/materia/-/asset_publisher/Kujrw0TZC2Mb/content/id/51523452/do1-2018-11-23-despachos-de-19-de-novembro-de-2018-51523260,-18.880751,-52.44541786
Brazil,ClEUAter Rosa de Jericó,Solar,Jaíba (MG),836,Planned,Indeterminado,Aurora Energia,Private,Belo Horizonte (Brazil),https://www.auroraenergia.com.br/projetos/rosa-dejerico,-15.468227,-43.768124
Brazil,ClEUAter Sertão Veredas,Solar,Arinos (MG),1100,Planned,Indeterminado,Aurora Energia,Private,Belo Horizonte (Brazil),https://www.auroraenergia.com.br/projetos/sertao-veredas,-15.819742,-46.014396
Brazil,ClEUAter Berço das Gerais,Solar,Matias Cardoso (MG),5700,Planned,Indeterminado,Aurora Energia,Private,Belo Horizonte (Brazil),https://www.auroraenergia.com.br/projetos/berco-das-gerais,-8.84710944,-38.22829444
Brazil,Complexo Afonso Bezerra,Wind,Macau. Afonso Bezerra (RN),159.6,Under construction,Indeterminado,Quadran,Private,Béziers (France),https://setaengenharia.com/obras/detalhes/andamento/92/complexo-elico-afonso-bezerra,-5.361155,-36.472255
Brazil,Baraúnas I. II. IV. XV. XX,Wind,Sento Sé (BA),180,Under construction,Indeterminado,Brennand,Private,Boa Viagem (Brazil),https://canalsolar.com.br/brennand-investe-na-construcao-de-parques-de-energia-renovaveis-na-ba/,-9.84970469,-41.05651947
